"alter";"geschlecht";"bundesland";"einkommen"
51;1;10;1850
25;1;10;1000
52;2;10;225
70;2;10;1000
67;1;10;1400
61;2;10;600
74;2;10;1000
65;1;10;1200
64;2;10;225
35;1;10;1200
60;1;10;6750
40;1;10;1400
41;2;10;400
25;1;10;600
70;1;10;225
35;1;10;600
72;1;10;1200
35;2;10;600
60;2;10;800
27;1;10;1200
23;2;10;800
58;1;10;2450
55;2;10;600
26;1;10;1850
64;1;10;1400
79;2;10;800
65;2;10;1000
59;1;10;1850
60;2;10;1600
30;1;10;1600
36;2;10;600
45;1;10;600
44;2;10;400
17;2;10;75
13;2;10;75
75;1;10;1850
69;2;10;225
66;1;10;1200
58;1;10;1000
60;1;10;1600
57;2;10;1600
56;1;10;2750
52;2;10;600
23;2;10;1400
21;1;10;600
33;2;10;1000
30;1;10;1400
51;1;10;1400
42;2;10;400
21;2;10;400
48;2;10;1000
46;1;10;2750
44;2;10;800
21;1;10;1200
72;1;10;1200
24;1;10;1400
27;2;10;400
67;1;10;1200
62;2;10;225
68;1;10;1850
66;1;10;1400
27;1;10;1400
56;2;10;600
40;1;10;1850
38;2;10;600
44;1;10;1850
21;1;10;600
36;1;10;3050
71;2;10;600
72;1;10;1400
37;2;10;1850
28;1;10;800
64;2;10;1850
44;1;10;5750
43;2;10;5750
72;1;10;1200
71;2;10;400
84;2;10;1000
82;1;10;1200
79;2;10;75
31;1;10;600
47;2;10;1000
69;1;10;1400
67;2;10;75
25;1;10;1400
86;1;10;1400
85;2;10;400
80;2;10;600
28;1;10;1200
23;2;10;1200
63;1;10;1600
63;2;10;400
18;1;10;400
75;1;10;1000
74;2;10;1850
45;1;10;1200
42;1;10;1400
47;1;10;5750
51;1;10;2150
62;1;10;600
55;1;10;2750
58;2;10;75
51;1;10;2150
45;2;10;800
44;1;10;1850
34;2;10;400
22;1;10;1200
18;1;10;600
58;2;10;1850
56;1;10;1400
44;2;10;1200
64;2;10;1400
69;1;10;1400
38;1;10;600
43;1;10;1600
42;2;10;400
22;2;10;225
28;1;10;1600
89;1;10;400
34;1;10;1200
49;1;10;2450
32;1;10;1600
23;2;10;1000
59;1;10;800
35;1;10;1400
36;1;10;1000
55;1;10;1850
61;1;10;600
51;1;10;3050
35;1;10;1400
40;2;10;1000
31;2;10;1000
21;2;10;400
41;1;10;4250
81;2;10;1200
72;1;10;1200
72;2;10;75
50;1;10;2450
52;2;10;600
21;1;10;600
20;1;10;600
71;2;10;600
37;1;10;2450
41;2;10;1600
19;1;10;400
43;1;10;1200
28;1;10;1400
27;2;10;600
53;1;10;600
45;1;10;5350
43;2;10;800
84;2;10;800
64;1;10;2450
80;2;10;1000
67;1;10;1400
64;2;10;400
79;2;10;800
63;1;10;2150
57;2;10;600
42;1;10;2150
43;2;10;2150
47;2;10;1600
52;1;10;2450
48;2;10;600
47;1;10;1400
42;2;10;400
22;1;10;400
58;1;10;1600
38;2;10;1600
5;1;10;225
3;2;10;225
63;1;10;4250
66;1;10;1200
21;1;10;1200
19;2;10;225
72;2;10;800
49;1;10;2750
50;2;10;1200
22;1;10;1200
55;1;10;1600
27;1;10;1000
36;1;10;1000
78;1;10;1000
27;1;10;1600
71;2;10;600
38;1;10;2150
72;2;10;1600
79;2;10;1200
73;1;10;2750
44;1;10;1850
51;2;10;225
18;1;10;400
30;1;10;1600
19;2;10;1000
76;1;10;1850
42;1;10;1600
39;1;10;2150
37;2;10;1000
71;1;10;1400
76;2;10;75
66;2;10;800
45;1;10;2150
19;2;10;400
23;2;10;600
60;1;10;1200
48;2;10;1000
45;1;10;400
37;2;10;1400
22;2;10;1200
29;1;10;1200
52;1;10;1850
47;2;10;1850
49;1;10;600
34;1;10;2750
34;1;10;2150
33;2;10;1400
46;1;11;2750
47;2;11;1400
33;2;11;1850
46;1;11;800
36;1;11;2450
68;1;11;1600
47;2;11;2150
37;1;11;800
36;2;11;75
16;1;11;75
14;2;11;75
12;1;11;75
0;2;11;75
38;1;11;1400
29;1;11;2150
30;2;11;1400
45;1;11;600
23;2;11;75
23;1;11;1400
33;1;11;2450
59;1;11;1600
62;1;11;1200
37;2;11;600
37;2;11;1000
54;1;11;600
38;1;11;1400
56;2;11;800
20;2;11;400
23;2;11;600
38;2;11;800
95;2;11;2450
59;2;11;1400
35;2;11;225
34;1;11;225
5;1;11;75
4;2;11;75
61;2;11;800
61;2;11;1850
45;2;11;800
23;2;11;600
21;1;11;1000
38;2;11;1400
66;1;11;2150
66;2;11;600
47;1;11;1850
40;2;11;1000
19;1;11;400
24;2;11;1850
31;1;11;1000
22;2;11;1200
28;1;11;1200
30;1;11;800
25;1;11;600
92;2;11;800
36;1;11;2150
43;2;11;400
14;1;11;75
95;2;11;1600
71;2;11;1200
61;1;11;1000
61;2;11;800
49;2;11;3400
36;2;11;1400
59;2;11;1400
64;1;11;2750
30;1;11;600
44;2;11;1600
55;1;11;1600
34;1;11;1850
57;1;11;3800
37;2;11;2750
24;2;11;1200
33;1;11;3400
34;2;11;225
71;1;11;1600
72;2;11;225
44;1;11;3800
56;2;11;1200
53;2;11;1200
56;1;11;1200
21;1;11;1000
58;1;11;1600
58;2;11;1600
57;2;11;1200
46;1;11;2750
40;2;11;400
36;1;11;1000
31;2;11;400
42;2;11;1400
17;2;11;400
44;1;11;1600
61;1;11;1850
65;2;11;1000
58;1;11;3400
67;1;11;1200
58;2;11;1400
83;2;11;1200
91;2;11;2150
34;1;11;1400
38;2;11;2750
63;1;11;1850
38;1;11;2750
41;2;11;225
42;1;11;1850
40;2;11;1000
60;1;11;8750
58;2;11;400
60;2;11;1600
57;1;11;2150
43;1;11;1600
44;2;11;1200
64;2;11;1200
21;2;11;600
23;1;11;600
40;2;11;800
21;2;11;600
67;1;11;1600
50;1;11;1200
40;1;11;14000
34;1;11;600
33;2;11;1200
33;1;11;2150
60;1;11;1850
58;2;11;225
70;1;11;4750
75;2;11;1200
23;2;11;600
1;1;11;225
39;2;11;1000
45;2;11;800
4;2;11;225
87;2;11;1000
67;1;11;1600
42;1;11;3800
50;2;11;2150
68;1;11;1850
21;1;11;600
68;2;11;800
53;2;11;1200
76;1;11;1850
43;2;11;1000
18;2;11;225
13;2;11;225
9;1;11;225
11;1;11;225
48;1;11;1600
48;2;11;1400
66;2;11;800
39;2;11;1200
36;1;11;400
30;2;11;1850
52;1;11;2450
50;2;11;1200
33;1;11;1850
35;2;11;225
65;1;11;800
81;1;11;1200
54;2;11;1200
59;1;11;1600
41;2;11;1000
39;1;11;800
41;2;11;1200
41;1;11;600
72;1;11;2150
63;2;11;2150
95;2;11;1600
92;1;11;1200
41;2;11;1600
28;1;11;1200
60;2;11;800
68;1;11;2450
63;2;11;1600
33;1;11;3050
46;1;11;3400
42;2;11;400
22;2;11;800
66;1;11;1850
66;2;11;1850
25;1;11;2150
56;1;11;3400
52;1;11;1200
49;1;11;600
80;2;11;1600
55;1;11;1000
53;2;11;600
77;2;11;3050
45;1;11;2750
46;2;11;600
76;2;11;1400
41;2;11;1400
53;1;11;2150
37;2;11;1000
38;1;11;1400
37;2;11;1200
67;2;11;1600
69;2;11;1850
30;1;11;2450
28;2;11;1200
43;1;11;800
63;2;11;600
29;2;11;1000
2;1;11;75
40;2;11;600
49;2;11;1600
82;1;11;600
80;2;11;225
40;2;11;1400
45;1;11;2450
18;1;11;400
52;1;11;1400
59;2;11;600
37;2;11;600
15;2;11;75
88;2;11;1400
44;1;11;4250
47;2;11;1400
49;2;11;1850
90;2;11;800
55;2;11;600
59;1;11;2750
57;2;11;1200
52;1;11;3050
46;2;11;800
47;1;11;1000
41;1;11;1000
31;1;11;800
42;2;11;1400
46;1;11;3400
22;2;11;225
60;1;11;3050
56;2;11;2750
50;1;11;600
36;1;11;1000
52;1;11;800
49;1;11;1850
46;2;11;600
19;1;11;600
59;1;11;1850
56;2;11;1400
76;1;11;1000
68;2;11;1000
72;1;11;1400
81;1;11;1200
20;2;11;800
63;1;11;600
59;2;11;800
37;1;11;600
39;2;11;1200
53;1;11;1600
49;2;11;1400
23;1;11;800
19;2;11;75
29;2;11;1000
35;2;11;1400
14;1;11;600
7;2;11;225
6;2;11;225
31;1;11;1400
31;2;11;600
25;2;11;800
42;1;11;2750
32;2;11;600
21;1;11;1200
26;2;11;1200
5;2;11;225
31;2;11;600
37;1;11;1400
37;2;11;1850
44;1;11;1200
42;2;11;800
38;2;11;800
36;2;11;1600
78;2;11;600
50;1;11;600
42;2;11;1200
66;2;11;600
59;1;11;1400
56;2;11;400
25;1;11;600
59;1;11;800
52;1;11;800
66;1;11;600
34;1;11;225
68;1;11;600
47;1;11;2450
60;1;11;1400
37;2;11;1600
30;2;11;1850
36;2;11;1400
50;1;11;1000
66;1;11;1850
37;2;11;1400
46;1;11;1400
44;2;11;400
24;1;11;1400
52;2;11;1000
58;1;11;1850
31;2;11;1000
37;2;11;400
39;1;11;2150
57;2;11;2150
66;2;11;1000
57;1;11;1850
15;1;11;75
37;2;11;1000
38;1;11;600
40;1;11;600
65;1;11;1850
63;2;11;1200
26;1;11;800
86;1;11;1200
80;2;11;600
36;1;11;1400
41;2;11;1200
61;1;11;1600
63;2;11;1000
43;2;11;1200
22;2;11;225
69;2;11;800
62;2;11;3050
80;2;11;1200
52;2;11;2150
51;1;11;8750
58;2;11;2150
49;2;11;1850
46;1;11;1600
73;1;11;1000
61;2;11;1200
84;1;11;1000
37;1;11;1850
31;2;11;1600
30;2;11;400
28;2;11;1200
23;2;11;600
57;1;11;1400
28;2;11;600
58;1;11;2150
79;2;11;1400
41;1;11;600
56;2;11;1400
64;1;11;5350
35;1;11;1600
32;1;11;2750
32;2;11;600
36;1;11;1400
29;2;11;1400
34;1;11;1200
71;2;11;2450
78;1;11;1600
75;2;11;225
23;1;11;1000
70;1;11;1200
59;2;11;800
86;1;11;1400
49;1;11;800
58;1;11;1850
45;2;11;800
79;2;11;1400
26;1;11;2450
86;2;11;1000
47;2;11;2150
49;1;11;2450
26;1;11;1000
19;2;11;600
52;2;11;800
60;2;11;600
67;1;11;1000
71;2;11;1000
90;2;11;2450
64;1;11;1000
67;2;11;1000
46;2;11;1200
82;2;11;1400
47;1;11;3400
55;1;11;2150
53;2;11;2450
33;1;11;800
34;1;11;2150
36;2;11;1000
67;1;11;800
67;1;11;1850
58;2;11;1000
68;1;11;1600
46;1;11;3050
35;1;11;1850
28;2;11;1400
63;1;11;1000
66;2;11;1400
25;1;11;1200
24;2;11;400
27;1;11;3050
80;1;11;1200
67;2;11;1200
41;1;11;2450
17;1;11;225
67;1;11;1000
25;1;11;1200
23;2;11;400
64;1;11;3050
43;1;11;1400
42;2;11;1200
20;2;11;225
15;2;11;75
72;1;11;1200
69;2;11;225
66;1;11;1000
35;2;11;600
41;1;11;1400
37;1;11;600
61;2;11;600
90;2;11;600
31;2;11;1600
45;2;11;1600
42;1;11;1850
71;2;11;1400
44;1;11;1200
56;1;11;1850
57;2;11;2750
61;1;11;3400
57;1;11;2450
46;2;11;1850
6;2;11;75
37;1;11;5350
36;1;11;1400
25;1;11;1200
25;2;11;600
53;2;11;1400
39;1;11;2750
39;2;11;1200
60;1;11;1000
60;2;11;1200
77;1;11;1400
36;2;11;400
4;2;11;75
1;1;11;75
88;2;11;1000
48;1;11;1000
48;2;11;1200
37;2;11;1200
23;2;11;800
38;2;11;2450
43;1;11;2450
86;1;11;2150
40;1;11;1200
72;1;11;800
66;2;11;1400
57;1;11;1600
55;2;11;1000
26;1;11;400
79;2;11;3400
38;1;11;14000
82;2;11;600
60;1;11;400
65;2;11;1000
60;1;11;1200
52;1;11;1600
48;2;11;2150
59;1;11;600
43;1;11;2150
18;1;11;400
18;1;11;400
19;2;11;600
52;1;11;5350
49;2;11;1850
52;2;11;2450
19;2;11;400
51;1;11;1000
62;1;11;4250
61;2;11;225
77;1;11;1850
78;1;11;2450
77;2;11;400
39;1;11;1200
66;1;11;1850
67;2;11;400
51;2;11;3050
50;1;11;2150
22;2;11;400
23;1;11;1200
64;2;11;1850
57;1;11;3050
28;1;11;800
40;1;11;1200
32;2;11;400
63;1;11;1200
59;2;11;1000
47;2;11;1400
40;1;11;1200
44;2;11;600
23;1;11;1600
28;1;11;600
54;2;11;1200
46;2;11;1400
51;1;11;1400
51;1;11;800
30;1;11;800
27;1;11;1000
21;2;11;800
53;2;11;1200
31;2;11;400
66;2;11;600
31;2;11;1600
36;1;11;1850
67;1;11;1000
38;2;11;2450
43;1;11;2150
12;1;11;3400
54;2;11;1600
61;1;11;1000
58;1;11;1600
42;2;11;1200
18;2;11;400
41;2;11;1200
34;2;11;400
30;1;11;1400
89;2;11;1200
32;1;11;2450
31;2;11;400
37;1;11;1000
47;1;11;3800
46;2;11;1400
18;1;11;400
58;1;11;3050
53;2;11;3050
77;2;11;1600
57;1;11;2450
56;2;11;2750
47;2;11;1000
49;1;11;600
41;1;11;600
53;1;11;600
21;2;11;1000
27;2;11;1000
51;1;11;600
38;2;11;1600
74;1;11;1200
45;1;11;2150
45;2;11;600
15;2;11;75
71;2;11;2750
20;2;11;600
21;1;11;600
25;2;11;1400
69;1;11;800
66;2;11;600
82;2;11;800
49;2;11;1000
30;1;11;225
31;2;11;1400
49;2;11;1600
29;2;11;800
7;2;11;75
40;2;11;2150
30;1;11;1200
47;1;11;600
46;2;11;1000
25;2;11;600
39;1;11;600
35;1;11;2150
58;2;11;1400
44;1;11;600
50;2;11;400
53;1;11;1200
66;2;11;1200
34;1;11;1400
38;1;11;1200
37;2;11;1600
46;1;11;1200
78;1;11;800
81;2;11;600
34;2;11;3400
47;1;11;3400
45;2;11;1200
38;1;11;800
38;2;11;1000
21;1;11;400
54;2;11;2450
62;2;11;600
65;1;11;1000
63;2;11;800
84;2;11;1200
56;2;11;1600
30;1;11;600
24;1;11;1600
25;2;11;400
34;2;11;1200
46;1;11;1400
50;2;11;75
37;2;11;1400
48;1;11;1200
56;1;11;1200
48;2;11;1400
43;1;11;2450
37;2;11;1200
35;2;11;1400
45;2;11;1600
45;1;11;1400
33;1;11;1200
30;1;11;800
29;1;11;1200
74;2;11;1400
78;2;11;600
43;1;11;1850
55;1;11;800
24;1;11;1000
63;1;11;1200
58;2;11;1600
42;1;11;1600
38;2;11;1200
19;1;11;800
65;2;11;800
34;1;11;1000
30;2;11;600
86;2;11;800
88;2;11;800
54;1;11;1200
57;2;11;1000
28;2;11;600
42;2;11;3800
22;1;11;400
17;1;11;225
14;1;11;225
26;1;11;400
27;1;11;600
23;1;11;400
83;1;11;1000
78;2;11;400
38;2;11;1000
46;1;11;1400
85;2;11;1850
23;1;11;400
25;2;11;600
42;1;11;1200
61;2;11;1200
80;2;11;1200
59;2;11;800
61;1;11;1200
71;1;11;800
61;2;11;400
39;1;11;600
65;2;11;600
54;1;11;800
52;2;11;1600
21;2;11;600
24;1;11;400
1;2;11;75
0;1;11;75
20;1;11;400
36;2;11;1200
24;1;11;600
26;2;11;1600
48;1;11;800
43;2;11;1850
21;1;11;225
58;2;11;600
58;1;11;1400
56;1;11;800
49;2;11;225
28;2;11;225
20;1;11;225
16;1;11;225
48;1;11;800
37;1;11;1600
31;2;11;600
32;1;11;1000
41;2;11;3400
38;1;11;1850
34;1;11;800
24;2;11;600
62;1;11;600
61;2;11;600
75;2;11;1200
75;2;11;800
64;1;11;1000
65;2;11;600
27;2;11;400
22;1;11;800
29;1;11;800
29;1;11;800
24;2;11;800
29;1;11;1400
48;2;11;800
71;2;11;1200
70;1;11;1400
26;1;11;1000
91;2;11;800
26;2;11;600
28;2;11;1850
30;1;11;2150
25;1;11;800
62;1;11;800
61;2;11;800
75;1;11;1400
48;1;11;1400
40;2;11;1600
40;1;11;1200
38;2;11;1400
81;2;11;1600
51;2;11;800
61;1;11;1600
90;2;11;600
51;1;11;1200
48;2;11;1850
79;2;11;600
62;1;11;1000
56;2;11;1400
47;1;11;1200
49;2;11;1200
22;1;11;225
68;1;11;1600
66;2;11;600
37;1;11;600
31;1;11;1200
51;1;11;1200
49;2;11;600
62;2;11;800
37;1;11;1850
32;2;11;225
41;2;11;1000
44;1;11;1000
19;1;11;400
50;2;11;1200
50;2;11;1400
42;1;11;1200
48;2;11;400
45;1;11;1600
24;2;11;600
50;2;11;800
17;1;11;400
50;1;11;800
39;2;11;2450
44;1;11;1850
37;2;11;1200
40;2;11;1600
55;1;11;800
57;2;11;600
40;2;11;800
33;1;11;1600
31;1;11;2150
64;1;11;1200
54;2;11;1600
82;2;11;1000
41;1;11;2150
34;2;11;2450
12;1;11;225
52;1;11;1400
52;2;11;1200
36;2;11;1000
42;1;11;1400
64;2;11;1200
71;1;11;1400
67;2;11;1200
27;1;11;800
23;2;11;600
62;1;11;1850
18;1;11;800
36;1;11;600
21;2;11;400
20;2;11;800
57;1;11;1850
29;2;11;600
65;2;11;1200
25;2;11;1000
37;2;11;1000
80;2;11;800
65;1;11;1200
66;2;11;600
77;2;11;400
38;1;11;1400
47;2;11;800
70;2;11;1000
45;1;11;3800
41;2;11;600
20;2;11;1200
80;2;11;1000
44;1;11;3800
41;2;11;1000
66;2;11;1000
27;2;11;1200
24;2;11;1000
49;1;11;1600
46;2;11;1600
23;2;11;800
37;2;11;2450
31;1;11;1200
29;2;11;400
61;1;11;1000
57;1;11;1850
22;2;11;400
67;1;11;1200
35;2;11;1200
36;2;11;1400
62;2;11;1000
17;2;11;225
32;2;11;75
39;1;11;1400
77;1;11;1400
51;1;11;3800
52;2;11;2750
38;2;11;1200
36;1;11;1400
36;1;11;1600
47;2;11;1400
11;1;11;225
18;1;11;225
70;1;11;1400
67;2;11;1200
95;2;11;600
83;2;11;800
62;1;11;1000
61;2;11;800
41;1;11;1200
61;2;11;600
53;1;11;2150
88;2;11;800
33;2;11;1850
59;2;11;800
59;1;11;1400
57;2;11;1000
76;2;11;800
49;2;11;2450
50;1;11;4250
80;2;12;1000
60;1;12;1600
57;2;12;1200
41;1;12;1400
4;1;12;75
40;2;12;1200
41;1;12;1000
60;1;12;1600
58;2;12;400
70;2;12;1400
88;2;12;800
53;1;12;1000
52;2;12;600
64;1;12;1000
64;2;12;400
75;2;12;400
30;1;12;1850
49;1;12;1000
50;2;12;400
26;1;12;400
17;2;12;225
64;1;12;1000
60;2;12;800
34;2;12;1200
16;2;12;225
47;1;12;1200
44;2;12;1200
23;2;12;225
19;1;12;225
87;2;12;600
68;1;12;1400
68;2;12;75
52;2;12;225
52;1;12;1600
75;2;12;1200
46;2;12;400
45;1;12;1400
44;2;12;800
11;1;12;75
59;1;12;225
69;2;12;600
43;1;12;2150
39;2;12;800
41;2;12;2450
44;1;12;400
9;1;12;225
74;2;12;600
48;2;12;1200
21;1;12;400
33;1;12;400
57;1;12;800
53;2;12;800
76;1;12;1400
75;2;12;600
75;2;12;1000
51;2;12;1000
77;2;12;1400
60;1;12;600
58;2;12;600
41;1;12;800
38;2;12;1200
38;1;12;3400
73;1;12;1000
71;2;12;600
43;1;12;1400
43;2;12;1000
57;1;12;400
67;1;12;800
62;2;12;800
43;1;12;600
43;2;12;400
83;2;12;1000
38;1;12;2150
67;2;12;600
30;1;12;1000
52;1;12;1000
52;2;12;1200
47;2;12;1200
64;2;12;1200
67;1;12;800
66;2;12;800
36;1;12;1000
65;1;12;600
67;2;12;1000
47;2;12;400
46;1;12;1200
22;1;12;600
73;1;12;1000
54;1;12;225
49;2;12;1000
64;1;12;1000
62;2;12;600
36;1;12;800
40;1;12;1000
44;2;12;800
20;2;12;225
78;1;12;1200
77;2;12;400
60;1;12;3400
59;2;12;3800
36;1;12;400
54;2;12;225
67;1;12;1000
64;2;12;400
77;2;12;1000
44;1;12;800
43;2;12;1400
18;1;12;800
82;2;12;1200
68;2;12;1200
71;1;12;1000
60;2;12;800
51;1;12;400
50;2;12;400
27;1;12;1000
58;1;12;800
54;2;12;600
54;2;12;600
33;1;12;1200
31;2;12;1000
95;2;12;600
78;2;12;600
49;1;12;600
45;2;12;400
24;1;12;800
24;2;12;1200
55;1;12;1600
23;1;12;1400
64;1;12;800
67;2;12;800
52;1;12;600
44;2;12;800
18;1;12;400
73;2;12;800
39;1;12;1400
25;2;12;1000
26;1;12;1600
42;1;12;600
45;2;12;2150
34;1;12;800
30;2;12;1600
49;1;12;1600
41;1;12;600
68;2;12;1400
33;2;12;1000
33;1;12;800
63;1;12;800
60;2;12;400
71;1;12;1000
64;2;12;800
33;1;12;400
28;2;12;400
49;1;12;1200
49;2;12;1600
23;1;12;400
21;2;12;400
70;2;12;1000
41;1;12;800
67;2;12;1600
79;2;12;400
59;1;12;1000
58;2;12;225
77;2;12;1000
56;1;12;1400
53;2;12;600
21;2;12;600
28;1;12;2150
26;2;12;1000
59;2;12;1000
48;2;12;1400
50;1;12;1000
24;1;12;225
66;1;12;800
65;2;12;400
38;1;12;2150
36;2;12;1200
12;1;12;75
8;1;12;75
49;1;12;1200
50;2;12;1200
18;1;12;75
39;1;12;1400
41;2;12;400
22;2;12;1400
51;1;12;1600
47;2;12;600
26;1;12;1850
66;1;12;600
62;1;12;600
63;2;12;600
45;2;12;600
52;1;12;1000
47;1;12;1850
41;2;12;400
20;2;12;800
68;1;12;1200
69;2;12;600
49;2;12;400
55;1;12;400
82;2;12;600
76;2;12;1000
67;2;12;1200
67;2;12;1000
35;1;12;225
46;1;12;2150
44;2;12;2150
13;1;12;225
39;1;12;600
76;1;12;1600
76;2;12;600
62;1;12;1200
46;2;12;3050
25;2;12;600
32;1;12;1000
47;1;12;1600
45;2;12;800
41;2;12;1000
49;1;12;1200
65;1;12;800
63;2;12;800
32;1;12;800
89;2;12;1000
63;1;12;1000
63;2;12;1000
28;2;12;1850
56;1;12;1600
54;2;12;1600
45;1;12;1600
18;2;12;400
47;2;12;1600
42;1;12;1200
43;2;12;400
22;1;12;400
19;2;12;225
90;1;12;1000
41;1;12;800
53;1;12;1200
29;1;12;1200
25;2;12;1000
33;1;12;1000
28;2;12;600
6;2;12;225
0;1;12;225
64;2;12;1000
36;1;12;600
58;2;12;600
67;1;12;1400
68;1;12;400
61;2;12;600
38;1;12;225
30;1;12;1000
64;1;12;800
39;1;12;1850
32;2;12;1600
61;1;12;800
58;2;12;225
87;2;12;800
35;1;12;1000
37;2;12;1850
12;1;12;225
67;1;12;1200
64;2;12;1000
45;1;12;800
42;2;12;225
21;2;12;400
41;2;12;400
85;2;12;1000
71;2;12;1000
52;1;12;800
30;2;12;800
47;2;12;1600
23;2;12;225
19;1;12;225
80;1;12;1000
70;2;12;1000
82;2;12;1000
87;2;12;1000
47;1;12;1400
48;2;12;1200
32;1;12;600
26;2;12;600
29;2;12;800
24;2;12;1200
59;1;12;600
38;2;12;800
43;1;12;1600
73;1;12;1200
76;2;12;400
64;2;12;1850
43;1;12;1000
40;2;12;1400
22;1;12;400
72;2;12;1400
59;1;12;600
83;2;12;400
72;1;12;800
72;2;12;400
47;1;12;1000
44;2;12;1000
74;1;12;1000
75;2;12;400
37;1;12;1200
31;2;12;1000
50;1;12;600
52;2;12;1000
25;1;12;800
25;1;12;400
67;1;12;2150
68;2;12;800
27;1;12;1200
52;1;12;1400
42;2;12;1400
76;2;12;1000
39;1;12;1000
37;2;12;600
16;1;12;75
2;2;12;75
25;2;12;800
63;2;12;800
59;2;12;800
58;1;12;1200
94;1;12;1000
75;2;12;600
46;1;12;600
51;1;12;1000
49;2;12;1200
40;1;12;400
36;1;12;1200
26;2;12;600
51;1;12;600
45;2;12;800
24;1;12;225
54;1;12;1000
70;1;12;800
59;2;12;1200
72;2;12;1200
45;1;12;1200
47;2;12;1000
75;1;12;1200
74;2;12;1000
46;1;12;800
41;2;12;1200
9;2;12;225
66;1;12;600
67;2;12;800
53;1;12;800
46;2;12;1200
36;1;12;1000
93;2;12;600
60;1;12;1850
91;2;12;1000
31;1;12;1400
50;1;12;1400
49;2;12;1400
46;1;12;600
46;2;12;1200
34;1;12;400
30;2;12;800
36;1;12;1200
54;1;12;2450
48;2;12;800
20;2;12;600
38;1;12;1200
35;2;12;1200
75;1;12;1000
61;2;12;600
42;1;12;3050
44;2;12;1850
59;1;12;600
37;1;12;600
36;2;12;1000
31;1;12;1850
32;2;12;600
62;1;12;600
60;2;12;600
41;1;12;1000
37;2;12;1000
67;1;12;1000
64;2;12;1200
92;2;12;1400
79;2;12;1000
34;1;12;1000
61;2;12;600
81;2;12;1000
66;2;12;1200
58;2;12;600
45;2;12;1000
53;1;12;1200
48;2;12;1200
22;1;12;225
72;1;12;1000
68;2;12;225
25;2;12;800
63;1;12;600
58;2;12;600
58;1;12;600
55;2;12;1200
26;1;12;600
61;1;12;800
62;2;12;1000
75;2;12;1000
62;1;12;600
60;2;12;600
35;2;12;2150
37;1;12;800
34;2;12;800
39;1;12;1000
39;1;12;1600
35;2;12;400
55;1;12;1000
55;2;12;1400
55;1;12;1000
18;1;12;800
20;1;12;225
39;1;12;1400
33;2;12;1000
75;2;12;1000
37;1;12;1000
33;2;12;1200
85;1;12;600
68;1;12;1400
66;2;12;800
57;1;12;1200
60;1;12;2150
62;2;12;800
28;1;12;800
45;1;12;800
43;2;12;600
24;1;12;600
21;1;12;75
54;1;12;400
60;2;12;600
47;1;12;75
81;2;12;1600
42;1;12;400
31;2;12;400
60;1;12;1000
63;2;12;600
39;1;12;1850
71;1;12;1400
67;2;12;225
35;1;12;1400
42;2;12;1850
53;1;12;800
49;2;12;225
37;1;12;600
61;1;12;3400
56;2;12;800
23;1;12;400
39;2;12;1850
18;1;12;225
57;1;12;1850
62;2;12;1400
42;2;12;800
21;2;12;225
91;2;12;1200
75;2;12;1200
35;1;12;1600
35;2;12;2450
39;1;12;1000
38;2;12;1000
60;1;12;1400
60;2;12;1000
68;1;12;800
67;2;12;600
52;1;12;600
51;2;12;400
17;1;12;225
61;1;12;600
42;1;12;1600
61;1;12;1200
59;2;12;400
47;1;12;800
44;2;12;400
62;2;12;1000
36;1;12;1000
46;1;12;600
44;2;12;1600
21;1;12;225
18;1;12;225
72;2;12;800
45;2;12;800
21;1;12;600
18;1;12;75
17;1;12;75
52;1;12;1000
46;2;12;600
26;2;12;400
26;2;12;400
40;1;12;1000
32;1;12;1200
32;2;12;1200
47;2;12;1850
45;1;12;3400
88;1;12;1400
79;2;12;400
53;1;12;1200
49;2;12;400
22;1;12;400
54;1;12;1400
50;2;12;600
17;2;12;225
16;1;12;225
18;1;12;225
13;2;12;225
10;2;12;225
39;1;12;1000
33;2;12;600
13;2;12;75
67;1;12;1200
60;2;12;1000
42;1;12;1850
41;2;12;800
49;2;12;1000
43;1;12;800
41;2;12;800
17;1;12;400
77;1;12;1000
73;2;12;600
32;1;12;400
57;1;12;600
55;2;12;400
35;1;12;600
44;1;12;1400
14;2;12;225
23;1;12;1200
56;2;12;800
61;1;12;600
45;1;12;600
39;2;12;400
26;1;12;1400
63;2;12;400
62;1;12;800
57;2;12;225
48;1;12;1200
43;2;12;600
23;2;12;800
78;1;12;800
77;2;12;800
51;1;12;600
66;1;12;800
61;2;12;800
65;1;12;1200
65;2;12;600
37;1;12;400
56;1;12;800
57;2;12;600
60;1;12;1000
39;2;12;600
67;2;12;1400
86;1;12;1400
41;1;12;800
37;2;12;400
48;1;12;800
30;1;12;1200
41;2;12;600
18;2;12;225
56;1;12;1600
22;1;12;1400
22;2;12;800
22;1;12;1000
22;1;12;400
41;1;12;1000
75;2;12;1850
44;2;12;1000
29;1;12;800
32;1;12;1400
31;2;12;1000
44;1;12;3800
51;1;12;2150
50;2;12;75
20;1;12;75
46;1;12;800
44;2;12;1000
34;2;12;1600
33;1;12;3050
31;2;12;1000
39;2;12;1400
49;1;12;1200
48;2;12;600
71;1;12;1200
66;2;12;400
38;1;12;1000
46;1;12;2450
42;2;12;800
71;2;12;1200
54;1;12;1600
53;2;12;1400
35;1;12;2450
33;2;12;2450
48;1;12;1400
